trial_id,enrollment_speaker_id,enrollment_audio_id,test_speaker_id,test_audio_id,trial_type,same_speaker,same_gender,label,trial_class,xvector_cosine_score
trial_017205,M_35,CMPL_M_35_15ALX_00068,M_35,CMPL_M_35_05MAB_00042,genuine,True,True,1,genuine,0.9398325085639954
trial_017206,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00307,genuine,True,True,1,genuine,0.9873024821281433
trial_017207,M_49,CMPL_M_49_07ALX_00007,M_06,CMPL_M_06_11ANG_00459,impostor,False,True,0,impostor,0.9295957088470459
trial_017208,F_03,CMPL_F_03_09MAB_00142,F_02,CMPL_F_02_02MAB_00166,impostor,False,True,0,impostor,0.9113461971282959
trial_017209,F_18,CMPL_F_18_06MAB_00027,F_03,CMPL_F_03_09MAB_00128,impostor,False,True,0,impostor,0.9052044153213501
trial_017210,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00451,genuine,True,True,1,genuine,0.9596821069717407
trial_017211,F_03,CMPL_F_03_09MAB_00142,F_01,CMPL_F_01_13MAB_00843,impostor,False,True,0,impostor,0.9064890742301941
trial_017212,M_02,CMPL_M_02_03ANG_00022,M_01,CMPL_M_01_04ANG_00583,impostor,False,True,0,impostor,0.8967586159706116
trial_017213,F_23,CMPL_F_23_02CAR_00050,F_02,CMPL_F_02_02MAB_00376,impostor,False,True,0,impostor,0.9387950897216797
trial_017214,M_08,CMPL_M_08_14ANG_00112,M_29,CMPL_M_29_12ALX_00111,impostor,False,True,0,impostor,0.876896858215332
trial_017215,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00089,genuine,True,True,1,genuine,0.9537447690963745
trial_017216,F_24,CMPL_F_24_03CAR_00034,F_10,CMPL_F_10_13ALX_00020,impostor,False,True,0,impostor,0.952028751373291
trial_017217,M_39,CMPL_M_39_06MAB_00047,M_01,CMPL_M_01_13ANG_01343,impostor,False,True,0,impostor,0.9241690635681152
trial_017218,M_17,CMPL_M_17_07ANG_00057,M_02,CMPL_M_02_13ANG_00796,impostor,False,True,0,impostor,0.8991273641586304
trial_017219,M_31,CMPL_M_31_11MAB_00120,M_31,CMPL_M_31_11MAB_00018,genuine,True,True,1,genuine,0.8684230446815491
trial_017220,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00399,genuine,True,True,1,genuine,0.9563056230545044
trial_017221,M_13,CMPL_M_13_12MAB_00080,M_13,CMPL_M_13_12MAB_00033,genuine,True,True,1,genuine,0.9588813781738281
trial_017222,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_10ANG_00609,genuine,True,True,1,genuine,0.8797582387924194
trial_017223,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00255,genuine,True,True,1,genuine,0.9498733282089233
trial_017224,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_05MAB_00115,genuine,True,True,1,genuine,0.9608822464942932
trial_017225,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00442,genuine,True,True,1,genuine,0.9473621845245361
trial_017226,M_48,CMPL_M_48_05ANG_00003,M_01,CMPL_M_01_13ANG_01490,impostor,False,True,0,impostor,0.8763315677642822
trial_017227,M_25,CMPL_M_25_06ANG_00125,M_36,CMPL_M_36_04MAB_00080,impostor,False,True,0,impostor,0.9213683605194092
trial_017228,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00155,genuine,True,True,1,genuine,0.9647161960601807
trial_017229,F_03,CMPL_F_03_09MAB_00142,F_23,CMPL_F_23_02CAR_00042,impostor,False,True,0,impostor,0.913596510887146
trial_017230,F_26,CMPL_F_26_14MAB_00029,F_12,CMPL_F_12_06CAR_00054,impostor,False,True,0,impostor,0.9268407225608826
trial_017231,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00103,genuine,True,True,1,genuine,0.9428650140762329
trial_017232,M_21,CMPL_M_21_11MAB_00178,M_16,CMPL_M_16_03ALX_00077,impostor,False,True,0,impostor,0.8660455346107483
trial_017233,M_10,CMPL_M_10_09ANG_00243,M_10,CMPL_M_10_09ANG_00394,genuine,True,True,1,genuine,0.9107732176780701
trial_017234,M_04,CMPL_M_04_02ANG_00433,M_07,CMPL_M_07_01ANG_00070,impostor,False,True,0,impostor,0.9030575752258301
trial_017235,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00175,genuine,True,True,1,genuine,0.9657210111618042
trial_017236,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ANG_00542,genuine,True,True,1,genuine,0.9316387176513672
trial_017237,M_37,CMPL_M_37_14MAB_00049,M_37,CMPL_M_37_14MAB_00075,genuine,True,True,1,genuine,0.9736499190330505
trial_017238,M_11,CMPL_M_11_07ANG_00036,M_03,CMPL_M_03_01ANG_00257,impostor,False,True,0,impostor,0.8908969163894653
trial_017239,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_04MAB_00226,genuine,True,True,1,genuine,0.9558650255203247
trial_017240,F_13,CMPL_F_13_11ANG_00086,F_05,CMPL_F_05_01CAR_00096,impostor,False,True,0,impostor,0.9252796173095703
trial_017241,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00301,genuine,True,True,1,genuine,0.9458392858505249
trial_017242,M_50,CMPL_M_50_14MAB_00026,M_30,CMPL_M_30_10ALX_00101,impostor,False,True,0,impostor,0.892057478427887
trial_017243,M_05,CMPL_M_05_05ANG_00380,M_05,CMPL_M_05_05ANG_00120,genuine,True,True,1,genuine,0.9659445285797119
trial_017244,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_08MAB_00630,genuine,True,True,1,genuine,0.9749256372451782
trial_017245,M_40,CMPL_M_40_08ANG_00008,M_08,CMPL_M_08_14ANG_00108,impostor,False,True,0,impostor,0.9068809151649475
trial_017246,M_43,CMPL_M_43_14MAB_00025,M_26,CMPL_M_26_07ALX_00085,impostor,False,True,0,impostor,0.8989607095718384
trial_017247,M_24,CMPL_M_24_07ANG_00018,M_07,CMPL_M_07_01ANG_00104,impostor,False,True,0,impostor,0.8766045570373535
trial_017248,M_17,CMPL_M_17_07ANG_00057,M_39,CMPL_M_39_06MAB_00037,impostor,False,True,0,impostor,0.9001368880271912
trial_017249,M_27,CMPL_M_27_05MAB_00052,M_27,CMPL_M_27_05MAB_00078,genuine,True,True,1,genuine,0.9400088787078857
trial_017250,F_20,CMPL_F_20_05CAR_00066,F_01,CMPL_F_01_06MAB_00159,impostor,False,True,0,impostor,0.9216096997261047
trial_017251,M_08,CMPL_M_08_14ANG_00112,M_33,CMPL_M_33_09ANG_00042,impostor,False,True,0,impostor,0.890124499797821
trial_017252,M_20,CMPL_M_20_08ALX_00016,M_20,CMPL_M_20_08ALX_00005,genuine,True,True,1,genuine,0.9459189772605896
trial_017253,M_35,CMPL_M_35_15ALX_00068,M_03,CMPL_M_03_08MAB_00848,impostor,False,True,0,impostor,0.8968852162361145
trial_017254,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00305,genuine,True,True,1,genuine,0.955280065536499
trial_017255,M_06,CMPL_M_06_11ANG_00272,M_03,CMPL_M_03_01MAB_00346,impostor,False,True,0,impostor,0.907084047794342
trial_017256,F_14,CMPL_F_14_06MAB_00078,F_01,CMPL_F_01_09ANG_00464,impostor,False,True,0,impostor,0.866122841835022
trial_017257,F_15,CMPL_F_15_06ANG_00085,F_03,CMPL_F_03_09MAB_00220,impostor,False,True,0,impostor,0.9005861282348633
trial_017258,M_18,CMPL_M_18_05ALX_00058,M_18,CMPL_M_18_05ALX_00066,genuine,True,True,1,genuine,0.9664408564567566
trial_017259,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ANG_00523,genuine,True,True,1,genuine,0.9398057460784912
trial_017260,M_41,CMPL_M_41_14MAB_00025,M_01,CMPL_M_01_04MAB_00828,impostor,False,True,0,impostor,0.8944889903068542
trial_017261,M_51,CMPL_M_51_14ALX_00006,M_51,CMPL_M_51_14ALX_00023,genuine,True,True,1,genuine,0.9500391483306885
trial_017262,M_32,CMPL_M_32_03MAB_00021,M_09,CMPL_M_09_09MAB_00397,impostor,False,True,0,impostor,0.9516951441764832
trial_017263,F_04,CMPL_F_04_12ANG_00215,F_04,CMPL_F_04_12ANG_00193,genuine,True,True,1,genuine,0.9427669048309326
trial_017264,M_47,CMPL_M_47_03ALX_00029,M_16,CMPL_M_16_03ALX_00118,impostor,False,True,0,impostor,0.8833856582641602
trial_017265,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_12ANG_00604,genuine,True,True,1,genuine,0.9313911199569702
trial_017266,M_13,CMPL_M_13_12MAB_00080,M_04,CMPL_M_04_02ANG_00234,impostor,False,True,0,impostor,0.7458515763282776
trial_017267,M_19,CMPL_M_19_11ALX_00110,M_16,CMPL_M_16_03ALX_00122,impostor,False,True,0,impostor,0.9099308848381042
trial_017268,M_05,CMPL_M_05_05ANG_00380,M_02,CMPL_M_02_13ANG_00878,impostor,False,True,0,impostor,0.9162224531173706
trial_017269,F_28,CMPL_F_28_13MAB_00013,F_07,CMPL_F_07_04ALX_00016,impostor,False,True,0,impostor,0.8566931486129761
trial_017270,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00093,genuine,True,True,1,genuine,0.9671018719673157
trial_017271,M_28,CMPL_M_28_12ANG_00055,M_08,CMPL_M_08_14ANG_00386,impostor,False,True,0,impostor,0.8898575305938721
trial_017272,F_06,CMPL_F_06_13MAB_00049,F_06,CMPL_F_06_13MAB_00112,genuine,True,True,1,genuine,0.9678696990013123
trial_017273,M_02,CMPL_M_02_03ANG_00022,M_12,CMPL_M_12_10ALX_00268,impostor,False,True,0,impostor,0.8848782181739807
trial_017274,F_14,CMPL_F_14_06MAB_00078,F_14,CMPL_F_14_06MAB_00037,genuine,True,True,1,genuine,0.9769876599311829
trial_017275,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00146,genuine,True,True,1,genuine,0.9558886885643005
trial_017276,F_26,CMPL_F_26_14MAB_00029,F_16,CMPL_F_16_03MAB_00060,impostor,False,True,0,impostor,0.954688310623169
trial_017277,M_20,CMPL_M_20_08ALX_00016,M_17,CMPL_M_17_10MAB_00122,impostor,False,True,0,impostor,0.8653357028961182
trial_017278,M_50,CMPL_M_50_14MAB_00026,M_38,CMPL_M_38_05ANG_00028,impostor,False,True,0,impostor,0.8961596488952637
trial_017279,F_03,CMPL_F_03_09MAB_00142,F_22,CMPL_F_22_06ALX_00007,impostor,False,True,0,impostor,0.9171657562255859
trial_017280,F_32,CMPL_F_32_11ANG_00011,F_18,CMPL_F_18_06MAB_00069,impostor,False,True,0,impostor,0.9020973443984985
trial_017281,M_27,CMPL_M_27_05MAB_00052,M_01,CMPL_M_01_14ALX_01679,impostor,False,True,0,impostor,0.8732144832611084
trial_017282,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_13MAB_00821,genuine,True,True,1,genuine,0.9490103125572205
trial_017283,M_39,CMPL_M_39_06MAB_00047,M_49,CMPL_M_49_07ALX_00013,impostor,False,True,0,impostor,0.909106969833374
trial_017284,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01MAB_00342,genuine,True,True,1,genuine,0.972133219242096
trial_017285,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_09MAB_00374,genuine,True,True,1,genuine,0.948341965675354
trial_017286,M_05,CMPL_M_05_05ANG_00380,M_02,CMPL_M_02_04ANG_00393,impostor,False,True,0,impostor,0.9172335863113403
trial_017287,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00042,genuine,True,True,1,genuine,0.9707247018814087
trial_017288,M_42,CMPL_M_42_06ALX_00060,M_42,CMPL_M_42_06ALX_00004,genuine,True,True,1,genuine,0.9249557256698608
trial_017289,M_16,CMPL_M_16_03ALX_00105,M_11,CMPL_M_11_07ANG_00100,impostor,False,True,0,impostor,0.8822176456451416
trial_017290,F_14,CMPL_F_14_06MAB_00078,F_03,CMPL_F_03_09MAB_00076,impostor,False,True,0,impostor,0.9117228984832764
trial_017291,M_49,CMPL_M_49_07ALX_00007,M_07,CMPL_M_07_01ANG_00274,impostor,False,True,0,impostor,0.900239109992981
trial_017292,M_26,CMPL_M_26_03ALX_00015,M_26,CMPL_M_26_07ALX_00114,genuine,True,True,1,genuine,0.896930456161499
trial_017293,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_08ANG_00030,genuine,True,True,1,genuine,0.9111939668655396
trial_017294,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_03ALX_00036,genuine,True,True,1,genuine,0.9600317478179932
trial_017295,F_04,CMPL_F_04_12ANG_00215,F_04,CMPL_F_04_12ANG_00187,genuine,True,True,1,genuine,0.948758602142334
trial_017296,M_33,CMPL_M_33_09ANG_00068,M_33,CMPL_M_33_09ANG_00013,genuine,True,True,1,genuine,0.9434813857078552
trial_017297,M_45,CMPL_M_45_13MAB_00024,M_01,CMPL_M_01_03ANG_00050,impostor,False,True,0,impostor,0.8214316368103027
trial_017298,F_27,CMPL_F_27_03ANG_00024,F_11,CMPL_F_11_06ANG_00021,impostor,False,True,0,impostor,0.9380996823310852
trial_017299,M_05,CMPL_M_05_05ANG_00380,M_05,CMPL_M_05_05ANG_00298,genuine,True,True,1,genuine,0.9393907785415649
trial_017300,F_21,CMPL_F_21_13ANG_00011,F_08,CMPL_F_08_04ALX_00040,impostor,False,True,0,impostor,0.9029989242553711
trial_017301,F_32,CMPL_F_32_11ANG_00011,F_14,CMPL_F_14_06MAB_00013,impostor,False,True,0,impostor,0.9110707640647888
trial_017302,M_13,CMPL_M_13_12MAB_00080,M_13,CMPL_M_13_12MAB_00014,genuine,True,True,1,genuine,0.9547144770622253
trial_017303,M_34,CMPL_M_34_09ALX_00048,M_21,CMPL_M_21_11MAB_00134,impostor,False,True,0,impostor,0.8976078033447266
trial_017304,F_10,CMPL_F_10_13ALX_00070,F_10,CMPL_F_10_13ALX_00081,genuine,True,True,1,genuine,0.9681466221809387
trial_017305,M_48,CMPL_M_48_05ANG_00003,M_10,CMPL_M_10_09ANG_00160,impostor,False,True,0,impostor,0.8418506383895874
trial_017306,M_36,CMPL_M_36_04MAB_00006,M_36,CMPL_M_36_04MAB_00093,genuine,True,True,1,genuine,0.9733081459999084
trial_017307,M_21,CMPL_M_21_11MAB_00178,M_21,CMPL_M_21_11MAB_00065,genuine,True,True,1,genuine,0.9621474742889404
trial_017308,M_12,CMPL_M_12_08ANG_00113,M_14,CMPL_M_14_06ANG_00243,impostor,False,True,0,impostor,0.8629773259162903
trial_017309,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00187,genuine,True,True,1,genuine,0.9465292096138
trial_017310,M_36,CMPL_M_36_04MAB_00006,M_02,CMPL_M_02_13ANG_00849,impostor,False,True,0,impostor,0.8666278123855591
trial_017311,M_31,CMPL_M_31_11MAB_00120,M_03,CMPL_M_03_08MAB_00694,impostor,False,True,0,impostor,0.9244141578674316
trial_017312,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_01ANG_00141,genuine,True,True,1,genuine,0.9091981649398804
trial_017313,F_05,CMPL_F_05_01CAR_00021,F_18,CMPL_F_18_06MAB_00009,impostor,False,True,0,impostor,0.9109218716621399
trial_017314,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_03ANG_00182,genuine,True,True,1,genuine,0.9212767481803894
trial_017315,M_02,CMPL_M_02_03ANG_00022,M_25,CMPL_M_25_06ANG_00110,impostor,False,True,0,impostor,0.9063095450401306
trial_017316,F_18,CMPL_F_18_06MAB_00027,F_03,CMPL_F_03_09MAB_00342,impostor,False,True,0,impostor,0.9126238226890564
trial_017317,M_51,CMPL_M_51_14ALX_00006,M_02,CMPL_M_02_10ANG_00634,impostor,False,True,0,impostor,0.8933228254318237
trial_017318,F_03,CMPL_F_03_09MAB_00142,F_09,CMPL_F_09_06ANG_00014,impostor,False,True,0,impostor,0.908501923084259
trial_017319,F_10,CMPL_F_10_13ALX_00070,F_14,CMPL_F_14_06MAB_00005,impostor,False,True,0,impostor,0.9208354949951172
trial_017320,F_25,CMPL_F_25_03ANG_00011,F_05,CMPL_F_05_01CAR_00012,impostor,False,True,0,impostor,0.9120539426803589
trial_017321,M_14,CMPL_M_14_06ANG_00222,M_14,CMPL_M_14_06ANG_00054,genuine,True,True,1,genuine,0.9608542919158936
trial_017322,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01ANG_00177,genuine,True,True,1,genuine,0.9205188751220703
trial_017323,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00154,genuine,True,True,1,genuine,0.9616849422454834
trial_017324,M_06,CMPL_M_06_11ANG_00272,M_06,CMPL_M_06_11ANG_00481,genuine,True,True,1,genuine,0.9235690832138062
trial_017325,M_23,CMPL_M_23_01ALX_00103,M_23,CMPL_M_23_01ALX_00061,genuine,True,True,1,genuine,0.9683480262756348
trial_017326,M_50,CMPL_M_50_14MAB_00026,M_06,CMPL_M_06_11ANG_00021,impostor,False,True,0,impostor,0.9076082110404968
trial_017327,F_18,CMPL_F_18_06MAB_00027,F_02,CMPL_F_02_02MAB_00353,impostor,False,True,0,impostor,0.9182852506637573
trial_017328,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_10ANG_01035,genuine,True,True,1,genuine,0.9381787776947021
trial_017329,F_11,CMPL_F_11_06ANG_00030,F_11,CMPL_F_11_06ANG_00044,genuine,True,True,1,genuine,0.9434982538223267
trial_017330,M_03,CMPL_M_03_08MAB_00709,M_03,CMPL_M_03_07MAB_00421,genuine,True,True,1,genuine,0.9583414793014526
trial_017331,M_05,CMPL_M_05_05ANG_00380,M_06,CMPL_M_06_11ANG_00478,impostor,False,True,0,impostor,0.9098697900772095
trial_017332,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_13MAB_00810,genuine,True,True,1,genuine,0.9768993258476257
trial_017333,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_04ANG_00551,genuine,True,True,1,genuine,0.915698230266571
trial_017334,F_01,CMPL_F_01_12MAB_00651,F_19,CMPL_F_19_08CAR_00039,impostor,False,True,0,impostor,0.8944680690765381
trial_017335,F_27,CMPL_F_27_03ANG_00024,F_01,CMPL_F_01_12ANG_00603,impostor,False,True,0,impostor,0.9309433698654175
trial_017336,M_33,CMPL_M_33_09ANG_00068,M_39,CMPL_M_39_06MAB_00014,impostor,False,True,0,impostor,0.8451942205429077
trial_017337,M_19,CMPL_M_19_11ALX_00110,M_19,CMPL_M_19_11ALX_00057,genuine,True,True,1,genuine,0.9644827246665955
trial_017338,M_12,CMPL_M_12_08ANG_00113,M_12,CMPL_M_12_08ANG_00184,genuine,True,True,1,genuine,0.9411165714263916
trial_017339,M_37,CMPL_M_37_14MAB_00049,M_03,CMPL_M_03_07MAB_00529,impostor,False,True,0,impostor,0.9446231722831726
trial_017340,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00078,genuine,True,True,1,genuine,0.9421107769012451
trial_017341,M_11,CMPL_M_11_07ANG_00036,M_13,CMPL_M_13_12MAB_00102,impostor,False,True,0,impostor,0.8377547264099121
trial_017342,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00049,genuine,True,True,1,genuine,0.9396294355392456
trial_017343,F_16,CMPL_F_16_03MAB_00082,F_01,CMPL_F_01_06MAB_00134,impostor,False,True,0,impostor,0.9179037809371948
trial_017344,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_08MAB_00278,genuine,True,True,1,genuine,0.9113073348999023
trial_017345,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00120,genuine,True,True,1,genuine,0.9720482230186462
trial_017346,M_08,CMPL_M_08_14ANG_00112,M_08,CMPL_M_08_14ANG_00216,genuine,True,True,1,genuine,0.9121783375740051
trial_017347,F_33,CMPL_F_33_06ANG_00018,F_10,CMPL_F_10_13ALX_00041,impostor,False,True,0,impostor,0.9287246465682983
trial_017348,M_37,CMPL_M_37_14MAB_00049,M_37,CMPL_M_37_14MAB_00059,genuine,True,True,1,genuine,0.9601179957389832
trial_017349,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_04ANG_00352,genuine,True,True,1,genuine,0.9299603700637817
trial_017350,M_43,CMPL_M_43_14MAB_00025,M_16,CMPL_M_16_03ALX_00127,impostor,False,True,0,impostor,0.9171225428581238
trial_017351,F_23,CMPL_F_23_02CAR_00050,F_05,CMPL_F_05_01CAR_00118,impostor,False,True,0,impostor,0.9318587779998779
trial_017352,M_45,CMPL_M_45_13MAB_00024,M_37,CMPL_M_37_14MAB_00026,impostor,False,True,0,impostor,0.8295921087265015
trial_017353,F_29,CMPL_F_29_06CAR_00012,F_03,CMPL_F_03_09MAB_00240,impostor,False,True,0,impostor,0.9029179811477661
trial_017354,M_09,CMPL_M_09_09ALX_00358,M_09,CMPL_M_09_02ANG_00224,genuine,True,True,1,genuine,0.9279124736785889
trial_017355,M_26,CMPL_M_26_03ALX_00015,M_06,CMPL_M_06_11ANG_00494,impostor,False,True,0,impostor,0.8876036405563354
trial_017356,M_13,CMPL_M_13_12MAB_00080,M_13,CMPL_M_13_12MAB_00179,genuine,True,True,1,genuine,0.9734673500061035
trial_017357,M_02,CMPL_M_02_03ANG_00022,M_02,CMPL_M_02_13ANG_00946,genuine,True,True,1,genuine,0.8751393556594849
trial_017358,M_19,CMPL_M_19_11ALX_00110,M_03,CMPL_M_03_01ANG_00061,impostor,False,True,0,impostor,0.9319076538085938
trial_017359,M_53,CMPL_M_53_05MAB_00004,M_10,CMPL_M_10_09ANG_00021,impostor,False,True,0,impostor,0.870646059513092
trial_017360,F_02,CMPL_F_02_02MAB_00241,F_02,CMPL_F_02_02MAB_00344,genuine,True,True,1,genuine,0.954923152923584
trial_017361,M_27,CMPL_M_27_05MAB_00052,M_21,CMPL_M_21_11MAB_00020,impostor,False,True,0,impostor,0.932804524898529
trial_017362,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ALX_00054,genuine,True,True,1,genuine,0.9272509813308716
trial_017363,F_32,CMPL_F_32_11ANG_00011,F_01,CMPL_F_01_09ANG_00391,impostor,False,True,0,impostor,0.9016731977462769
trial_017364,M_39,CMPL_M_39_06MAB_00047,M_18,CMPL_M_18_05ALX_00167,impostor,False,True,0,impostor,0.9265196919441223
trial_017365,M_26,CMPL_M_26_03ALX_00015,M_31,CMPL_M_31_11MAB_00029,impostor,False,True,0,impostor,0.9161331653594971
trial_017366,F_13,CMPL_F_13_11ANG_00086,F_01,CMPL_F_01_12ANG_00608,impostor,False,True,0,impostor,0.8718430995941162
trial_017367,F_31,CMPL_F_31_04CAR_00007,F_03,CMPL_F_03_09MAB_00346,impostor,False,True,0,impostor,0.9192056059837341
trial_017368,M_24,CMPL_M_24_07ANG_00018,M_01,CMPL_M_01_03ANG_00036,impostor,False,True,0,impostor,0.8768497705459595
trial_017369,M_12,CMPL_M_12_08ANG_00113,M_01,CMPL_M_01_04ANG_00702,impostor,False,True,0,impostor,0.9148491621017456
trial_017370,M_26,CMPL_M_26_03ALX_00015,M_26,CMPL_M_26_07ALX_00116,genuine,True,True,1,genuine,0.8963615894317627
trial_017371,F_10,CMPL_F_10_13ALX_00070,F_02,CMPL_F_02_02MAB_00122,impostor,False,True,0,impostor,0.9274031519889832
trial_017372,M_10,CMPL_M_10_09ANG_00243,M_09,CMPL_M_09_09MAB_00439,impostor,False,True,0,impostor,0.9063493013381958
trial_017373,F_17,CMPL_F_17_08CAR_00071,F_01,CMPL_F_01_03MAB_00041,impostor,False,True,0,impostor,0.9121963977813721
trial_017374,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_09ANG_00487,genuine,True,True,1,genuine,0.914861261844635
trial_017375,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00264,genuine,True,True,1,genuine,0.9801909923553467
trial_017376,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_03ALX_00049,genuine,True,True,1,genuine,0.9535638689994812
trial_017377,M_01,CMPL_M_01_13ANG_01532,M_03,CMPL_M_03_08MAB_00708,impostor,False,True,0,impostor,0.9389151930809021
trial_017378,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_05MAB_00122,genuine,True,True,1,genuine,0.9577931761741638
trial_017379,M_17,CMPL_M_17_07ANG_00057,M_03,CMPL_M_03_01MAB_00368,impostor,False,True,0,impostor,0.9175610542297363
trial_017380,M_09,CMPL_M_09_09ALX_00358,M_27,CMPL_M_27_05MAB_00011,impostor,False,True,0,impostor,0.8831778168678284
trial_017381,F_34,CMPL_F_34_12ALX_00013,F_34,CMPL_F_34_12ALX_00015,genuine,True,True,1,genuine,0.9253426790237427
trial_017382,M_27,CMPL_M_27_05MAB_00052,M_02,CMPL_M_02_04ANG_00510,impostor,False,True,0,impostor,0.9044385552406311
trial_017383,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01384,genuine,True,True,1,genuine,0.9589717388153076
trial_017384,M_06,CMPL_M_06_11ANG_00272,M_10,CMPL_M_10_09ANG_00320,impostor,False,True,0,impostor,0.9195454120635986
trial_017385,M_16,CMPL_M_16_03ALX_00105,M_16,CMPL_M_16_03ALX_00122,genuine,True,True,1,genuine,0.9558292627334595
trial_017386,F_02,CMPL_F_02_02MAB_00241,F_06,CMPL_F_06_13MAB_00104,impostor,False,True,0,impostor,0.8470779657363892
trial_017387,M_19,CMPL_M_19_11ALX_00110,M_19,CMPL_M_19_11ALX_00152,genuine,True,True,1,genuine,0.9686100482940674
trial_017388,F_29,CMPL_F_29_06CAR_00012,F_23,CMPL_F_23_02CAR_00030,impostor,False,True,0,impostor,0.9202686548233032
trial_017389,M_24,CMPL_M_24_07ANG_00018,M_24,CMPL_M_24_10MAB_00076,genuine,True,True,1,genuine,0.9402866363525391
trial_017390,M_07,CMPL_M_07_01MAB_00315,M_07,CMPL_M_07_01MAB_00329,genuine,True,True,1,genuine,0.9736980199813843
trial_017391,M_01,CMPL_M_01_13ANG_01532,M_01,CMPL_M_01_13ANG_01265,genuine,True,True,1,genuine,0.9526011943817139
trial_017392,M_07,CMPL_M_07_01MAB_00315,M_04,CMPL_M_04_02ANG_00564,impostor,False,True,0,impostor,0.9301087856292725
trial_017393,M_04,CMPL_M_04_02ANG_00433,M_04,CMPL_M_04_02ANG_00244,genuine,True,True,1,genuine,0.9578665494918823
trial_017394,F_03,CMPL_F_03_09MAB_00142,F_03,CMPL_F_03_09MAB_00280,genuine,True,True,1,genuine,0.9613587856292725
trial_017395,F_34,CMPL_F_34_12ALX_00013,F_01,CMPL_F_01_13ALX_00792,impostor,False,True,0,impostor,0.916236400604248
trial_017396,F_07,CMPL_F_07_04ALX_00020,F_07,CMPL_F_07_04ALX_00018,genuine,True,True,1,genuine,0.9501899480819702
trial_017397,F_33,CMPL_F_33_06ANG_00018,F_15,CMPL_F_15_06ANG_00071,impostor,False,True,0,impostor,0.9306729435920715
trial_017398,F_12,CMPL_F_12_06CAR_00056,F_12,CMPL_F_12_06CAR_00059,genuine,True,True,1,genuine,0.9804307818412781
trial_017399,F_01,CMPL_F_01_12MAB_00651,F_01,CMPL_F_01_09ANG_00346,genuine,True,True,1,genuine,0.9186584949493408
trial_017400,M_52,CMPL_M_52_13ALX_00005,M_52,CMPL_M_52_13ALX_00014,genuine,True,True,1,genuine,0.9641848206520081
